
> gildedtros@1.0.0 prestart
> npm run build


> gildedtros@1.0.0 build
> tsc


> gildedtros@1.0.0 start
> node dist/test/text-test-fixture.js 500

AXXES CODE KATA - GILDED TROS
-------- day 0 --------
name, sellIn, quality
Backstage passes for HAXX, -314, 0
Duplicate Code, -316, 0
Long Methods, -316, 0
Ugly Variable Names, -316, 0

-------- day 320 --------
name, sellIn, quality
Ring of Cleansening Code, -310, 0
Good Wine, -318, 50
Elixir of the SOLID, -315, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -305, 0
Backstage passes for Re:Factor, -310, 0
Backstage passes for HAXX, -315, 0
Duplicate Code, -317, 0
Long Methods, -317, 0
Ugly Variable Names, -317, 0

-------- day 321 --------
name, sellIn, quality
Ring of Cleansening Code, -311, 0
Good Wine, -319, 50
Elixir of the SOLID, -316, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -306, 0
Backstage passes for Re:Factor, -311, 0
Backstage passes for HAXX, -316, 0
Duplicate Code, -318, 0
Long Methods, -318, 0
Ugly Variable Names, -318, 0

-------- day 322 --------
name, sellIn, quality
Ring of Cleansening Code, -312, 0
Good Wine, -320, 50
Elixir of the SOLID, -317, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -307, 0
Backstage passes for Re:Factor, -312, 0
Backstage passes for HAXX, -317, 0
Duplicate Code, -319, 0
Long Methods, -319, 0
Ugly Variable Names, -319, 0

-------- day 323 --------
name, sellIn, quality
Ring of Cleansening Code, -313, 0
Good Wine, -321, 50
Elixir of the SOLID, -318, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -308, 0
Backstage passes for Re:Factor, -313, 0
Backstage passes for HAXX, -318, 0
Duplicate Code, -320, 0
Long Methods, -320, 0
Ugly Variable Names, -320, 0

-------- day 324 --------
name, sellIn, quality
Ring of Cleansening Code, -314, 0
Good Wine, -322, 50
Elixir of the SOLID, -319, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -309, 0
Backstage passes for Re:Factor, -314, 0
Backstage passes for HAXX, -319, 0
Duplicate Code, -321, 0
Long Methods, -321, 0
Ugly Variable Names, -321, 0

-------- day 325 --------
name, sellIn, quality
Ring of Cleansening Code, -315, 0
Good Wine, -323, 50
Elixir of the SOLID, -320, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -310, 0
Backstage passes for Re:Factor, -315, 0
Backstage passes for HAXX, -320, 0
Duplicate Code, -322, 0
Long Methods, -322, 0
Ugly Variable Names, -322, 0

-------- day 326 --------
name, sellIn, quality
Ring of Cleansening Code, -316, 0
Good Wine, -324, 50
Elixir of the SOLID, -321, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -311, 0
Backstage passes for Re:Factor, -316, 0
Backstage passes for HAXX, -321, 0
Duplicate Code, -323, 0
Long Methods, -323, 0
Ugly Variable Names, -323, 0

-------- day 327 --------
name, sellIn, quality
Ring of Cleansening Code, -317, 0
Good Wine, -325, 50
Elixir of the SOLID, -322, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -312, 0
Backstage passes for Re:Factor, -317, 0
Backstage passes for HAXX, -322, 0
Duplicate Code, -324, 0
Long Methods, -324, 0
Ugly Variable Names, -324, 0

-------- day 328 --------
name, sellIn, quality
Ring of Cleansening Code, -318, 0
Good Wine, -326, 50
Elixir of the SOLID, -323, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -313, 0
Backstage passes for Re:Factor, -318, 0
Backstage passes for HAXX, -323, 0
Duplicate Code, -325, 0
Long Methods, -325, 0
Ugly Variable Names, -325, 0

-------- day 329 --------
name, sellIn, quality
Ring of Cleansening Code, -319, 0
Good Wine, -327, 50
Elixir of the SOLID, -324, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -314, 0
Backstage passes for Re:Factor, -319, 0
Backstage passes for HAXX, -324, 0
Duplicate Code, -326, 0
Long Methods, -326, 0
Ugly Variable Names, -326, 0

-------- day 330 --------
name, sellIn, quality
Ring of Cleansening Code, -320, 0
Good Wine, -328, 50
Elixir of the SOLID, -325, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -315, 0
Backstage passes for Re:Factor, -320, 0
Backstage passes for HAXX, -325, 0
Duplicate Code, -327, 0
Long Methods, -327, 0
Ugly Variable Names, -327, 0

-------- day 331 --------
name, sellIn, quality
Ring of Cleansening Code, -321, 0
Good Wine, -329, 50
Elixir of the SOLID, -326, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -316, 0
Backstage passes for Re:Factor, -321, 0
Backstage passes for HAXX, -326, 0
Duplicate Code, -328, 0
Long Methods, -328, 0
Ugly Variable Names, -328, 0

-------- day 332 --------
name, sellIn, quality
Ring of Cleansening Code, -322, 0
Good Wine, -330, 50
Elixir of the SOLID, -327, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -317, 0
Backstage passes for Re:Factor, -322, 0
Backstage passes for HAXX, -327, 0
Duplicate Code, -329, 0
Long Methods, -329, 0
Ugly Variable Names, -329, 0

-------- day 333 --------
name, sellIn, quality
Ring of Cleansening Code, -323, 0
Good Wine, -331, 50
Elixir of the SOLID, -328, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -318, 0
Backstage passes for Re:Factor, -323, 0
Backstage passes for HAXX, -328, 0
Duplicate Code, -330, 0
Long Methods, -330, 0
Ugly Variable Names, -330, 0

-------- day 334 --------
name, sellIn, quality
Ring of Cleansening Code, -324, 0
Good Wine, -332, 50
Elixir of the SOLID, -329, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -319, 0
Backstage passes for Re:Factor, -324, 0
Backstage passes for HAXX, -329, 0
Duplicate Code, -331, 0
Long Methods, -331, 0
Ugly Variable Names, -331, 0

-------- day 335 --------
name, sellIn, quality
Ring of Cleansening Code, -325, 0
Good Wine, -333, 50
Elixir of the SOLID, -330, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -320, 0
Backstage passes for Re:Factor, -325, 0
Backstage passes for HAXX, -330, 0
Duplicate Code, -332, 0
Long Methods, -332, 0
Ugly Variable Names, -332, 0

-------- day 336 --------
name, sellIn, quality
Ring of Cleansening Code, -326, 0
Good Wine, -334, 50
Elixir of the SOLID, -331, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -321, 0
Backstage passes for Re:Factor, -326, 0
Backstage passes for HAXX, -331, 0
Duplicate Code, -333, 0
Long Methods, -333, 0
Ugly Variable Names, -333, 0

-------- day 337 --------
name, sellIn, quality
Ring of Cleansening Code, -327, 0
Good Wine, -335, 50
Elixir of the SOLID, -332, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -322, 0
Backstage passes for Re:Factor, -327, 0
Backstage passes for HAXX, -332, 0
Duplicate Code, -334, 0
Long Methods, -334, 0
Ugly Variable Names, -334, 0

-------- day 338 --------
name, sellIn, quality
Ring of Cleansening Code, -328, 0
Good Wine, -336, 50
Elixir of the SOLID, -333, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -323, 0
Backstage passes for Re:Factor, -328, 0
Backstage passes for HAXX, -333, 0
Duplicate Code, -335, 0
Long Methods, -335, 0
Ugly Variable Names, -335, 0

-------- day 339 --------
name, sellIn, quality
Ring of Cleansening Code, -329, 0
Good Wine, -337, 50
Elixir of the SOLID, -334, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -324, 0
Backstage passes for Re:Factor, -329, 0
Backstage passes for HAXX, -334, 0
Duplicate Code, -336, 0
Long Methods, -336, 0
Ugly Variable Names, -336, 0

-------- day 340 --------
name, sellIn, quality
Ring of Cleansening Code, -330, 0
Good Wine, -338, 50
Elixir of the SOLID, -335, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -325, 0
Backstage passes for Re:Factor, -330, 0
Backstage passes for HAXX, -335, 0
Duplicate Code, -337, 0
Long Methods, -337, 0
Ugly Variable Names, -337, 0

-------- day 341 --------
name, sellIn, quality
Ring of Cleansening Code, -331, 0
Good Wine, -339, 50
Elixir of the SOLID, -336, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -326, 0
Backstage passes for Re:Factor, -331, 0
Backstage passes for HAXX, -336, 0
Duplicate Code, -338, 0
Long Methods, -338, 0
Ugly Variable Names, -338, 0

-------- day 342 --------
name, sellIn, quality
Ring of Cleansening Code, -332, 0
Good Wine, -340, 50
Elixir of the SOLID, -337, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -327, 0
Backstage passes for Re:Factor, -332, 0
Backstage passes for HAXX, -337, 0
Duplicate Code, -339, 0
Long Methods, -339, 0
Ugly Variable Names, -339, 0

-------- day 343 --------
name, sellIn, quality
Ring of Cleansening Code, -333, 0
Good Wine, -341, 50
Elixir of the SOLID, -338, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -328, 0
Backstage passes for Re:Factor, -333, 0
Backstage passes for HAXX, -338, 0
Duplicate Code, -340, 0
Long Methods, -340, 0
Ugly Variable Names, -340, 0

-------- day 344 --------
name, sellIn, quality
Ring of Cleansening Code, -334, 0
Good Wine, -342, 50
Elixir of the SOLID, -339, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -329, 0
Backstage passes for Re:Factor, -334, 0
Backstage passes for HAXX, -339, 0
Duplicate Code, -341, 0
Long Methods, -341, 0
Ugly Variable Names, -341, 0

-------- day 345 --------
name, sellIn, quality
Ring of Cleansening Code, -335, 0
Good Wine, -343, 50
Elixir of the SOLID, -340, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -330, 0
Backstage passes for Re:Factor, -335, 0
Backstage passes for HAXX, -340, 0
Duplicate Code, -342, 0
Long Methods, -342, 0
Ugly Variable Names, -342, 0

-------- day 346 --------
name, sellIn, quality
Ring of Cleansening Code, -336, 0
Good Wine, -344, 50
Elixir of the SOLID, -341, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -331, 0
Backstage passes for Re:Factor, -336, 0
Backstage passes for HAXX, -341, 0
Duplicate Code, -343, 0
Long Methods, -343, 0
Ugly Variable Names, -343, 0

-------- day 347 --------
name, sellIn, quality
Ring of Cleansening Code, -337, 0
Good Wine, -345, 50
Elixir of the SOLID, -342, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -332, 0
Backstage passes for Re:Factor, -337, 0
Backstage passes for HAXX, -342, 0
Duplicate Code, -344, 0
Long Methods, -344, 0
Ugly Variable Names, -344, 0

-------- day 348 --------
name, sellIn, quality
Ring of Cleansening Code, -338, 0
Good Wine, -346, 50
Elixir of the SOLID, -343, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -333, 0
Backstage passes for Re:Factor, -338, 0
Backstage passes for HAXX, -343, 0
Duplicate Code, -345, 0
Long Methods, -345, 0
Ugly Variable Names, -345, 0

-------- day 349 --------
name, sellIn, quality
Ring of Cleansening Code, -339, 0
Good Wine, -347, 50
Elixir of the SOLID, -344, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -334, 0
Backstage passes for Re:Factor, -339, 0
Backstage passes for HAXX, -344, 0
Duplicate Code, -346, 0
Long Methods, -346, 0
Ugly Variable Names, -346, 0

-------- day 350 --------
name, sellIn, quality
Ring of Cleansening Code, -340, 0
Good Wine, -348, 50
Elixir of the SOLID, -345, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -335, 0
Backstage passes for Re:Factor, -340, 0
Backstage passes for HAXX, -345, 0
Duplicate Code, -347, 0
Long Methods, -347, 0
Ugly Variable Names, -347, 0

-------- day 351 --------
name, sellIn, quality
Ring of Cleansening Code, -341, 0
Good Wine, -349, 50
Elixir of the SOLID, -346, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -336, 0
Backstage passes for Re:Factor, -341, 0
Backstage passes for HAXX, -346, 0
Duplicate Code, -348, 0
Long Methods, -348, 0
Ugly Variable Names, -348, 0

-------- day 352 --------
name, sellIn, quality
Ring of Cleansening Code, -342, 0
Good Wine, -350, 50
Elixir of the SOLID, -347, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -337, 0
Backstage passes for Re:Factor, -342, 0
Backstage passes for HAXX, -347, 0
Duplicate Code, -349, 0
Long Methods, -349, 0
Ugly Variable Names, -349, 0

-------- day 353 --------
name, sellIn, quality
Ring of Cleansening Code, -343, 0
Good Wine, -351, 50
Elixir of the SOLID, -348, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -338, 0
Backstage passes for Re:Factor, -343, 0
Backstage passes for HAXX, -348, 0
Duplicate Code, -350, 0
Long Methods, -350, 0
Ugly Variable Names, -350, 0

-------- day 354 --------
name, sellIn, quality
Ring of Cleansening Code, -344, 0
Good Wine, -352, 50
Elixir of the SOLID, -349, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -339, 0
Backstage passes for Re:Factor, -344, 0
Backstage passes for HAXX, -349, 0
Duplicate Code, -351, 0
Long Methods, -351, 0
Ugly Variable Names, -351, 0

-------- day 355 --------
name, sellIn, quality
Ring of Cleansening Code, -345, 0
Good Wine, -353, 50
Elixir of the SOLID, -350, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -340, 0
Backstage passes for Re:Factor, -345, 0
Backstage passes for HAXX, -350, 0
Duplicate Code, -352, 0
Long Methods, -352, 0
Ugly Variable Names, -352, 0

-------- day 356 --------
name, sellIn, quality
Ring of Cleansening Code, -346, 0
Good Wine, -354, 50
Elixir of the SOLID, -351, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -341, 0
Backstage passes for Re:Factor, -346, 0
Backstage passes for HAXX, -351, 0
Duplicate Code, -353, 0
Long Methods, -353, 0
Ugly Variable Names, -353, 0

-------- day 357 --------
name, sellIn, quality
Ring of Cleansening Code, -347, 0
Good Wine, -355, 50
Elixir of the SOLID, -352, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -342, 0
Backstage passes for Re:Factor, -347, 0
Backstage passes for HAXX, -352, 0
Duplicate Code, -354, 0
Long Methods, -354, 0
Ugly Variable Names, -354, 0

-------- day 358 --------
name, sellIn, quality
Ring of Cleansening Code, -348, 0
Good Wine, -356, 50
Elixir of the SOLID, -353, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -343, 0
Backstage passes for Re:Factor, -348, 0
Backstage passes for HAXX, -353, 0
Duplicate Code, -355, 0
Long Methods, -355, 0
Ugly Variable Names, -355, 0

-------- day 359 --------
name, sellIn, quality
Ring of Cleansening Code, -349, 0
Good Wine, -357, 50
Elixir of the SOLID, -354, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -344, 0
Backstage passes for Re:Factor, -349, 0
Backstage passes for HAXX, -354, 0
Duplicate Code, -356, 0
Long Methods, -356, 0
Ugly Variable Names, -356, 0

-------- day 360 --------
name, sellIn, quality
Ring of Cleansening Code, -350, 0
Good Wine, -358, 50
Elixir of the SOLID, -355, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -345, 0
Backstage passes for Re:Factor, -350, 0
Backstage passes for HAXX, -355, 0
Duplicate Code, -357, 0
Long Methods, -357, 0
Ugly Variable Names, -357, 0

-------- day 361 --------
name, sellIn, quality
Ring of Cleansening Code, -351, 0
Good Wine, -359, 50
Elixir of the SOLID, -356, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -346, 0
Backstage passes for Re:Factor, -351, 0
Backstage passes for HAXX, -356, 0
Duplicate Code, -358, 0
Long Methods, -358, 0
Ugly Variable Names, -358, 0

-------- day 362 --------
name, sellIn, quality
Ring of Cleansening Code, -352, 0
Good Wine, -360, 50
Elixir of the SOLID, -357, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -347, 0
Backstage passes for Re:Factor, -352, 0
Backstage passes for HAXX, -357, 0
Duplicate Code, -359, 0
Long Methods, -359, 0
Ugly Variable Names, -359, 0

-------- day 363 --------
name, sellIn, quality
Ring of Cleansening Code, -353, 0
Good Wine, -361, 50
Elixir of the SOLID, -358, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -348, 0
Backstage passes for Re:Factor, -353, 0
Backstage passes for HAXX, -358, 0
Duplicate Code, -360, 0
Long Methods, -360, 0
Ugly Variable Names, -360, 0

-------- day 364 --------
name, sellIn, quality
Ring of Cleansening Code, -354, 0
Good Wine, -362, 50
Elixir of the SOLID, -359, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -349, 0
Backstage passes for Re:Factor, -354, 0
Backstage passes for HAXX, -359, 0
Duplicate Code, -361, 0
Long Methods, -361, 0
Ugly Variable Names, -361, 0

-------- day 365 --------
name, sellIn, quality
Ring of Cleansening Code, -355, 0
Good Wine, -363, 50
Elixir of the SOLID, -360, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -350, 0
Backstage passes for Re:Factor, -355, 0
Backstage passes for HAXX, -360, 0
Duplicate Code, -362, 0
Long Methods, -362, 0
Ugly Variable Names, -362, 0

-------- day 366 --------
name, sellIn, quality
Ring of Cleansening Code, -356, 0
Good Wine, -364, 50
Elixir of the SOLID, -361, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -351, 0
Backstage passes for Re:Factor, -356, 0
Backstage passes for HAXX, -361, 0
Duplicate Code, -363, 0
Long Methods, -363, 0
Ugly Variable Names, -363, 0

-------- day 367 --------
name, sellIn, quality
Ring of Cleansening Code, -357, 0
Good Wine, -365, 50
Elixir of the SOLID, -362, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -352, 0
Backstage passes for Re:Factor, -357, 0
Backstage passes for HAXX, -362, 0
Duplicate Code, -364, 0
Long Methods, -364, 0
Ugly Variable Names, -364, 0

-------- day 368 --------
name, sellIn, quality
Ring of Cleansening Code, -358, 0
Good Wine, -366, 50
Elixir of the SOLID, -363, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -353, 0
Backstage passes for Re:Factor, -358, 0
Backstage passes for HAXX, -363, 0
Duplicate Code, -365, 0
Long Methods, -365, 0
Ugly Variable Names, -365, 0

-------- day 369 --------
name, sellIn, quality
Ring of Cleansening Code, -359, 0
Good Wine, -367, 50
Elixir of the SOLID, -364, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -354, 0
Backstage passes for Re:Factor, -359, 0
Backstage passes for HAXX, -364, 0
Duplicate Code, -366, 0
Long Methods, -366, 0
Ugly Variable Names, -366, 0

-------- day 370 --------
name, sellIn, quality
Ring of Cleansening Code, -360, 0
Good Wine, -368, 50
Elixir of the SOLID, -365, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -355, 0
Backstage passes for Re:Factor, -360, 0
Backstage passes for HAXX, -365, 0
Duplicate Code, -367, 0
Long Methods, -367, 0
Ugly Variable Names, -367, 0

-------- day 371 --------
name, sellIn, quality
Ring of Cleansening Code, -361, 0
Good Wine, -369, 50
Elixir of the SOLID, -366, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -356, 0
Backstage passes for Re:Factor, -361, 0
Backstage passes for HAXX, -366, 0
Duplicate Code, -368, 0
Long Methods, -368, 0
Ugly Variable Names, -368, 0

-------- day 372 --------
name, sellIn, quality
Ring of Cleansening Code, -362, 0
Good Wine, -370, 50
Elixir of the SOLID, -367, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -357, 0
Backstage passes for Re:Factor, -362, 0
Backstage passes for HAXX, -367, 0
Duplicate Code, -369, 0
Long Methods, -369, 0
Ugly Variable Names, -369, 0

-------- day 373 --------
